,0MC_1,0MC_2,0MC_3,2MC_1,2MC_2,2MC_3,4MC_1,4MC_2,4MC_3,6MC_1,6MC_2,6MC_3,10MC_1,10MC_2,10MC_3,14MC_1,14MC_2,14MC_3,0MI_1,0MI_2,0MI_3,2MI_1,2MI_2,2MI_3,4MI_1,4MI_2,4MI_3,6MI_1,6MI_2,6MI_3,10MI_1,10MI_2,10MI_3,14MI_1,14MI_2,14MI_3,0PC_1,0PC_2,0PC_3,2PC_1,2PC_2,2PC_3,4PC_1,4PC_2,4PC_3,6PC_1,6PC_2,6PC_3,10PC_1,10PC_2,10PC_3,14PC_1,14PC_2,14PC_3,0PI_1,0PI_2,0PI_3,2PI_1,2PI_2,2PI_3,4PI_3,4PI_2,4PI_3,6PI_1,6PI_2,6PI_3,10PI_1,10PI_2,10PI_3,14PI_1,14PI_2,14PI_3
unknown_325.068_2.678529,1899698406.00,1391681024.00,125270.70,22712.63,1218655769.00,123560331.00,1194171157.00,73176.13,791062.20,2052645644.00,1254445425.00,8826652261.00,23750.06,96812.59,1809898104.00,24207.50,22234.28,33485.51,129835.50,264140.30,137591.60,90468.09,683478.70,894526.80,112003.60,346630.60,380929.10,231709.20,7515108858.00,126409.90,183422.50,79089.91,164282.00,85392.41,225790.10,333025.70,2202626305.00,181695.00,81936.66,37343.84,26500.26,144593.90,22896.79,1021482167.00,2021917766.00,1220178492.00,2065406118.00,249136797.00,103113.10,130726996.00,86966.32,90852.60,40423.53,1505213145.00,282474.00,7743275536.00,151789.90,133953.40,111753.50,363553.90,225313.40,1413666671.00,513964.50,248179.00,82603.97,201954.20,281137.90,344158.70,416745.90,212100.80,187251.40,189886.20
unknown_309.0959_25.0666,2089558648.00,33499.96,35042.63,8604818282.00,72471.15,25015.55,249500.90,412620719.00,8357485309.00,201654.30,352990.10,22962.50,23835.77,41414.92,24013.88,7336811069.00,26145.60,430964.70,72471.49,50014.23,24995.96,38377.32,3213504804.00,24096.05,184712.90,3126726284.00,23470.29,278864.90,9698558828.00,43729.92,4770107128.00,73288.06,37903.43,69641.27,93928.45,136656.60,1982017638.00,68714.17,728568.60,421536.60,630335.40,145978.80,1352357945.00,156356.60,298685.80,27183.87,129082.90,429226.50,459392.20,1049154187.00,535115.40,440242.20,535347.80,61771.95,38065.39,729705.80,166292.00,174004.20,665380.10,189694.70,172418.70,6609268974.00,42691.41,141856.40,147347.50,137204.50,1169563439.00,213307.40,191973.60,65784.82,184039.80,123538.10
unknown_353.1448_29.81855,102039.40,1509191.00,598068.50,1304275208.00,143417.90,1214779.00,244203187.00,65814.00,1957584946.00,5524452.00,602019943.00,1548474.00,2081092.00,144036.90,45054.98,86382.83,2252364.00,52277.17,175725.30,169224.50,206535.20,185356.10,132301.60,102686.90,132478.20,172660.20,142756.60,155798.60,1852641154.00,1877604204.00,221939.80,1888739851.00,1670506001.00,154577.80,1850186304.00,2184285843.00,21055.93,790918.90,149923.00,1893293392.00,1148029.00,713145.00,2113978916.00,1980042285.00,771359.10,25447.08,3419252809.00,81459.10,1168595035.00,1211278.00,957489.70,1014045666.00,1405940.00,4062403619.00,228507.70,1042422.00,171442.40,1397607.00,841392.50,226005.00,672149.40,910094.60,176085.60,187856.90,2112416574.00,116227454.00,197486.20,2527792705.00,8160354358.00,125720.10,6236761762.00,1231134673.00
palmitic acid (16:0)_[M+H]+_257.2475_68.90779,1518487329.00,7851615461.00,2043233603.00,5633484632.00,144818531.00,1409194635.00,1847525177.00,34656.33,1432088585.00,15964299.00,1675727335.00,1372485023.00,21155.45,26101.96,35129.65,1796418897.00,1839885366.00,36019.43,1395848.00,1152821.00,921533.80,1423354.00,1197562.00,1043346.00,1106478.00,1563050.00,1371780.00,1207318.00,1643782.00,1769305.00,1355954.00,1213968.00,1350851.00,1204684.00,917411.70,1010302.00,4784027723.00,1036497666.00,26548.20,1302474131.00,1681904078.00,1850031908.00,1097232527.00,26970.82,2069675027.00,1119512127.00,907691137.00,8861156113.00,2035052387.00,1952320403.00,1011746974.00,297225016.00,2999054207.00,1288080413.00,1018319.00,1673039579.00,1259947.00,1094273.00,3531790764.00,1195257.00,1029569.00,1391622093.00,1359490.00,1137878.00,1363047.00,1115712.00,1226972.00,1050891.00,916050.80,1161205.00,1472824.00,1285897.00
unknown_351.0858_3.398399,537178.40,798474.40,724113.20,630455.70,755213.20,282428.50,470449.00,363177.80,220294.50,446607.30,464030.60,569588.40,9606610338.00,813078.60,21540.38,820192.50,977948.80,646909.60,42187.71,3030960416.00,23838.50,39252.05,1949348738.00,11953325.00,34787.17,1682240005.00,7601152601.00,245273465.00,1135250157.00,2170437647.00,4323437284.00,1188537837.00,2186346631.00,21947.68,6892392099.00,24489.16,774754467.00,938436.00,604092.70,537961.90,674988.40,565816.10,494954.20,574479.20,305353.20,410218.40,746738.50,649743.10,592855.60,935265.30,870908.50,579338.30,782985.10,880973.80,37225.42,748283.50,1917339838.00,8224940384.00,987594.80,6310398032.00,1702904772.00,283192.40,2544099471.00,1101909618.00,2020808722.00,20852.25,6115568607.00,2961414621.00,24292.46,25409.33,1442876288.00,3588989348.00
unknown_607.3934_62.41629,300390.20,514482.50,476854.60,408456.80,1314756.00,582796.20,240932.30,24783.20,4040817004.00,25398.99,302705.10,27407.91,99671.07,384500.90,3399770.00,355988.10,429447.80,39571.95,24937.55,24394.20,910172989.00,36290.04,18603895.00,41992.89,59581.95,125351.20,132209.10,39076.55,8191899532.00,26016.40,48789.79,1791178548.00,8589032118.00,2196057468.00,9001802722.00,1327205505.00,1009268131.00,906189.80,591076.90,24460.09,4455095972.00,1041214951.00,278575.20,1878814034.00,1130455938.00,36283.36,6990809914.00,450026.10,240998.20,357732.50,152480.10,175221.30,23056.79,3428855.00,26293.37,481009.70,2013056725.00,1778239493.00,424270.30,5478415986.00,5629361456.00,452892.60,84912.34,27487.49,41564.72,79793.89,192903.30,54420.25,38918.85,43936.85,26512.83,2619561911.00
a-tocopherol_[M]+_430.3783_82.39827,169523971.00,1148257781.00,1781247244.00,6497828578.00,1216798472.00,7157129219.00,20898.39,4743619739.00,1007897342.00,1383363563.00,1127313347.00,23630.19,5756010219.00,8363835873.00,7975928378.00,2236062849.00,23699.47,2016523963.00,7520776.00,3043761.00,2360832.00,7705110.00,4268600.00,2983582.00,15000000.00,3928084.00,2466939.00,16400000.00,8633613.00,5630980.00,15600000.00,13600000.00,8180870.00,14800000.00,32400000.00,19100000.00,3086161006.00,23856.81,1646004243.00,24553.51,27956.78,4906207941.00,9797876199.00,21813.99,1404045479.00,26823.37,1552412261.00,1100853342.00,8574141303.00,1854032316.00,22462.02,1696953871.00,3010980702.00,4158677551.00,22800000.00,9253622629.00,12000000.00,23000000.00,1137988286.00,10900000.00,23200000.00,25722.22,2521265.00,35400000.00,15200000.00,12700000.00,17200000.00,52600000.00,47100000.00,16000000.00,63800000.00,49100000.00
Tyramine_[M+H]+_138.0909_5.79162,1662558995.00,115202.70,42100.50,1380574856.00,115959.00,1375255917.00,7564026975.00,65405.29,153938.10,76801431.00,129219.50,183148843.00,143516.10,180077.30,123810.20,191888.40,185867.20,150612.10,4631782922.00,7430244433.00,3840294.00,23408.81,86777.04,68001.97,25146.96,26144.38,25521.74,105293.00,5070454021.00,481384128.00,35804.81,27452.57,36857.65,25183.54,114025.70,75446.24,90899.46,24842.87,112946.50,38922.89,2199064983.00,40494.51,115227.10,42923.75,37446.73,75263.78,69656.81,88200.84,23803.11,118416.50,1581446609.00,23497.02,83029.45,116565.10,1476733336.00,127934.80,7793805889.00,2221765385.00,140087.90,6405599928.00,2985686085.00,41017.43,1097240228.00,27063.99,23923.42,1310803649.00,1607179832.00,1431878342.00,40060.35,6304088062.00,6425420259.00,111117.80
Trigonelline_[M]+_137.0458_12.58109,8775024471.00,8989373892.00,2208421699.00,5934946751.00,1613147852.00,8107981582.00,6576856274.00,39906.34,1617906126.00,2094109352.00,37029.18,1982712503.00,6657001296.00,1301133466.00,1638624822.00,2194674752.00,5626748146.00,2226898967.00,1535564.00,1442616.00,1655888.00,1826199.00,4010870.00,3867281.00,1730556.00,5068470.00,5079346.00,2178518.00,1730888.00,1192140.00,1857672.00,1247121.00,938604.50,1025884.00,497241.30,433636.20,1059800373.00,1836207904.00,9201912385.00,342450035.00,1587625704.00,1808310303.00,1728608999.00,19545.16,1609159554.00,9681912792.00,1992674522.00,577417281.00,1978723962.00,1534616766.00,5397949681.00,1264565591.00,180309109.00,6520372968.00,382191.80,124731359.00,720966.30,553799.60,20327.99,477091.10,806252.10,1063449728.00,2669431.00,810111.20,497142.00,415745.00,465073.90,342247.00,329334.80,397759.50,467653.40,350871.10
Pisatin demethylated_[M+H]+_301.0698_40.10753,118940.70,26207.66,5858663306.00,84579.77,1168942695.00,1108158213.00,193769.00,45853.37,7772982713.00,55219.92,87245.53,324414.90,9505064093.00,2597839365.00,179758.40,296347.60,24611.94,341138.20,25469.49,119589.20,111317.40,25582.46,84837.66,72103.31,44007.83,107389.40,132979.70,9793995821.00,1046772.00,1244362.00,23952.05,778551.90,744628.50,33502.59,2702383.00,2936355.00,94644.52,2129634745.00,1854623989.00,326141.30,3924911833.00,25369.39,77146.05,2643405773.00,5349863948.00,28058.72,1097744297.00,248464.20,160819.00,5980679003.00,215110.10,195733.50,117401888.00,263243.60,99318.59,8725830487.00,105443.20,2129355206.00,25070.61,153443.30,133042.40,52445.64,191949.40,39713.46,491924.60,434013.70,147798.90,876687.80,728025.50,1587387021.00,1221143.00,788057.80
unknown_291.0642_46.11434,1466455456.00,230695.20,112229.70,184432014.00,222314679.00,169873.90,1669675536.00,1730426769.00,238238.40,82001.20,305213.30,2083111797.00,2666941762.00,208096.50,67365.18,2842109852.00,231694.40,1461277141.00,2274494.00,1764552.00,1966779.00,2516120.00,2216122.00,2353070.00,2792761.00,2657517.00,2381472.00,2501384.00,4851345.00,3259504.00,1882634.00,4314582.00,2989977.00,1761536.00,7266868.00,5460906.00,2128047618.00,137045.70,2092066289.00,1635288477.00,139999.60,36327.37,166464879.00,9181928336.00,159935.80,2023088823.00,1802813336.00,8270197626.00,5705333011.00,115873.20,16373512.00,1451149907.00,180469.50,1032849252.00,959901.00,1061530181.00,978776.10,950546.30,13497237.00,1028308.00,2127449.00,326303.80,5162734.00,2438718.00,2949267.00,3815841.00,2318778.00,5149342.00,4477662.00,2243400.00,5436514.00,4944410.00
Coumestrol_[M+H]+_269.0449_54.18681,3829841648.00,1699550376.00,7502707184.00,219844502.00,26164.05,1095281156.00,2312540299.00,2044382607.00,1477952439.00,2791483518.00,1447062636.00,4268293289.00,1107579069.00,1289861242.00,1322184404.00,519574854.00,9271731397.00,2425973379.00,232836.50,206258.60,279301.40,237924.60,188465.00,220957.60,428971.50,314013.40,301831.60,326683.30,950774.70,1035212.00,144168.60,684701.70,831107.10,223468.20,973277.80,1523028.00,5569637554.00,1706400727.00,8928042987.00,1298857516.00,1920209533.00,4009330507.00,9908787099.00,2689791286.00,1286256816.00,1409865729.00,7303192475.00,2179916102.00,2033754487.00,2168958685.00,25483.47,1785440239.00,2112520967.00,7762686873.00,1543924119.00,26854.01,25325.68,37787.77,37374.59,44145.85,205217.80,2225172091.00,731879.70,257868.20,441037.20,902624.70,273509.80,536522.10,678456.20,158497.80,799265.30,807825.00
unknown_203.0319_2.620444,1579588196.00,5367478561.00,22683.92,12776.45,489230141.00,4306902259.00,1083878892.00,23757.84,363726.10,1634488219.00,6884979562.00,5785082289.00,211150.60,2191961132.00,2036300431.00,5287128701.00,1636327461.00,8079542923.00,387104.90,299631.20,267619.40,332303.40,349719.10,373780.20,396072.90,442180.60,527438.50,320843.00,388841.50,266120.60,170680.70,330534.70,283813.10,179553.20,581564.40,675893.10,8645170685.00,25916.94,10296.59,6421183015.00,23539.49,3700206618.00,1185733605.00,1279903126.00,1041083456.00,23310.51,123020667.00,1625182719.00,2001338358.00,4111453432.00,9058909779.00,4931936429.00,2211145058.00,477566.30,297365.80,1846433092.00,372201.50,357427.90,3610823012.00,284595.00,314619.00,17625.71,453998.10,375800.30,263828.30,305538.80,386947.00,600657.10,680505.30,280101.00,476334.90,697895.80
Caffeic acid_[M+H]+_181.0494_59.26732,7121743073.00,2758929439.00,1520708444.00,1633735236.00,23793.31,2753667756.00,1494282653.00,1581085193.00,8588027342.00,1446319353.00,3103590563.00,2008732944.00,1580396148.00,21076.95,4334991591.00,1358967066.00,1748114136.00,1382812881.00,605532.80,693914.50,547229.20,812562.80,826778.50,545469.10,685680.40,768925.00,475686.80,643222.30,651154.00,633362.20,593644.90,890872.20,715720.20,778656.60,740844.20,820060.00,9652161242.00,1585460874.00,23673.27,8096988323.00,20825.58,4062889064.00,1964777522.00,212400504.00,9453003203.00,219927911.00,8698003663.00,3310315054.00,22068.96,671037131.00,9497554853.00,1919299828.00,9170279659.00,7118102042.00,777298.20,6793208103.00,719435.20,611969.80,22856.27,669326.80,601483.90,4625791641.00,545796.30,564969.40,1044634.00,527327.80,714933.00,833365.00,660921.40,599285.50,1498505.00,659601.00
unknown_228.06_3.539689,6195406866.00,21632.69,305500912.00,7693322938.00,22134.87,4597379295.00,1350097281.00,35418.25,311422.20,19867.76,106396651.00,1327487548.00,339317.50,25745.41,9673066266.00,2479060487.00,8217034352.00,22703.19,250761.50,243282.50,222329.50,239293.20,197985.00,268990.40,373431.00,160795.90,130850.40,373425.10,185735.40,119569.00,256092.20,220416.50,126028.20,191620.50,280501.50,260851.10,303596.30,5255847229.00,1168089182.00,1621600275.00,2034563562.00,23877.62,27186.52,21794.91,1046429589.00,25238.78,25590.15,3308742885.00,8915749466.00,9199155842.00,1208585939.00,2024087584.00,8304330256.00,32586.70,452268.30,1838534375.00,246528.60,159477.40,23376.11,231355.00,276221.20,1358813471.00,132882.20,176756.40,76808.64,135494.60,337569.70,110799.70,92270.87,236335.50,79175.07,90635.46
unknown_271.15_43.23726,1032960664.00,4114442051.00,1613552518.00,1306698019.00,2366951767.00,3277877.00,27739.52,1247902768.00,1403519043.00,1577404.00,1772096.00,112720665.00,1237344.00,1962978.00,1135019.00,109096.60,1666441459.00,1268832948.00,265419.40,270392.50,291370.70,351142.80,280868.80,374506.50,321346.40,339304.80,275409.10,410290.50,206201.30,227632.00,335091.60,166770.40,211525.40,230515.20,1978229711.00,6810211214.00,97003.22,67736.20,1277875255.00,58583.84,2151462455.00,2224123.00,24250.16,111459.40,174759.00,27478.12,73870.38,1576854324.00,34179.18,5290809406.00,2133933208.00,6533159394.00,5075250081.00,1028935155.00,277609.20,1265556303.00,219647.70,304437.90,1421658115.00,304862.80,388025.90,279070.20,388914.40,317121.60,241435.10,241683.40,339190.60,60470.35,8927839019.00,173064.80,26552.25,97670.28
2-Methoxymedicarpin_[M]+_300.0975_22.55732,2173062321.00,570229.40,2388509464.00,694382.00,668443.40,451043.70,1177012746.00,245182.60,4843563644.00,424465.40,559748.80,396457.30,5449299001.00,717297.00,167604337.00,906401.00,1996207814.00,25578.55,22347.15,89220.12,70322.60,61420.84,53671.98,56838.89,148945.30,149879.20,81868.66,208987.40,80347.07,63410.70,122909.70,21860.42,64815.82,35041.16,136574.30,120970.20,20829.23,545758.40,762353.20,1920241494.00,867795.30,617889.90,1785278922.00,409712.80,5062403344.00,52610.69,2006413657.00,8523705191.00,1398314124.00,758674.80,4673704021.00,25525.77,997874288.00,527751428.00,1909976925.00,1216642391.00,25768.09,3297506027.00,612892.90,26053.99,47396.32,433283.00,83086.57,1161178464.00,52490.25,27181.41,43417.67,1774065913.00,151829.30,202504534.00,106843.80,134862.50
(E)-Ferulic acid_[2M+H]+_389.122_6.069116,1842265381.00,23612.54,1462606207.00,22504.83,2454185683.00,42299813.00,1632528599.00,24876.80,2037155406.00,40679.91,8109051393.00,1370996609.00,158547.00,6372164713.00,8766474825.00,9115810423.00,21785.89,24711.63,347668.00,240449.60,277540.50,326830.30,539457.10,517913.90,242527.80,474744.50,397156.20,350365.00,300589.80,239785.40,506434.80,308049.20,273974.40,370197.70,492979.40,484726.50,1858885001.00,25044.40,1672710447.00,7783677596.00,22841.43,1546903314.00,1466689208.00,5735928274.00,1455856651.00,1309228341.00,1512636805.00,1709500516.00,1269846244.00,24195.18,260261772.00,24037.41,39275.46,6208771881.00,53031.25,25997.28,185883.40,112693.80,1888090018.00,99530.27,137627.50,7777293412.00,180676.10,155197.60,331050.60,268532.50,304536.90,1019165.00,1008277.00,297923.20,834438.30,675682.00
unknown_217.1432_37.30761,1554492135.00,26192.00,35940.33,2411041817.00,1422685865.00,24740.63,1582289422.00,7012130526.00,1791034643.00,186395345.00,1763191794.00,1833236842.00,1756383124.00,1331094946.00,2117147603.00,1977884038.00,5427598165.00,2152137153.00,350700.00,417824.20,338813.80,412277.20,554588.20,700083.40,575823.40,518880.80,419588.80,690714.00,821288.30,540734.10,387361.70,409795.10,589011.90,480714.50,656491.80,626383.70,1844925429.00,8924215075.00,7164588157.00,2151647082.00,1276563347.00,4782383719.00,7234210257.00,2214557637.00,2067103757.00,23729.78,1853315333.00,9191447515.00,200122972.00,4363838146.00,1445743569.00,21362.94,595598853.00,1473112484.00,347251.30,21223.92,363260.40,348865.80,1750116931.00,340459.50,559261.10,1605743618.00,494474.80,363907.60,423991.10,450718.20,465913.50,536783.90,676990.20,362216.30,837218.50,677758.40
stearic acid (18:0)_[M]+_284.2696_27.34182,23519.42,5368292289.00,110558125.00,30218.21,27772.68,39785.39,49777.83,3718357632.00,1668633113.00,8910493477.00,1745702.00,1189958939.00,1657554981.00,2152576486.00,1708513634.00,79360.95,2899383718.00,1669210285.00,182151.60,24223.90,61787.88,250130.10,202710.90,192792.10,145207.80,345857.30,327674.30,217638.40,119654208.00,112225.90,263227.40,218000.20,200506.00,252100.10,1567358198.00,205564.70,1013462538.00,5998562797.00,24314.92,22190.00,27227.70,24542.47,124628718.00,7826013935.00,52928.61,26323.69,20656.57,25280.43,4791383756.00,26730.08,2425406508.00,1623938325.00,1027104685.00,3552802534.00,69100.76,5817117857.00,133533.80,216352.50,5918960495.00,194917.40,1262858557.00,6262746775.00,247389.60,144367.10,202191.90,240462.00,403928.60,80540.43,138618.80,160636.00,720233773.00,108529.70
unknown_307.2633_43.97317,7094247869.00,9335228222.00,1742918666.00,202762069.00,9051389087.00,9542329592.00,1748120963.00,1392670166.00,1819121193.00,1677525491.00,22422.74,4520886703.00,23417.93,41562889.00,1250210659.00,1226299642.00,503528843.00,1482201553.00,588518.80,708162.70,515186.80,646440.30,529177.90,650360.40,402552.10,583610.70,545125.40,450612.40,230998.50,223579.40,735585.80,276020.00,378488.90,700486.50,921571.30,846222.30,8514010096.00,18625246.00,1102807939.00,2133354243.00,1259290863.00,6669294335.00,1610362352.00,4665127191.00,1195000974.00,1880698077.00,2462941829.00,3199029003.00,8633829837.00,1578096391.00,2200309807.00,7594186764.00,9685092201.00,1795741652.00,951068.50,1317960727.00,1385291.00,1277735.00,7040542741.00,1119489.00,636442.20,1495404602.00,397316.60,627891.80,468881.40,678209.60,1052130.00,831069.20,829271.20,802344.80,979047.00,684325.40
stearic acid (18:0)_[M+H]+_285.2788_71.74791,2125866225.00,1110884308.00,1599703118.00,1967988582.00,1003113778.00,1421084471.00,6442710171.00,2210238215.00,8575447785.00,1868581218.00,149561625.00,1015464532.00,21042.45,4318746605.00,4112991345.00,8255451223.00,78306199.00,1170772779.00,767918.30,752186.20,508928.00,960294.20,693310.90,555685.80,737862.20,904878.80,792861.80,1092918.00,866775.80,1157673.00,988831.70,868666.60,810619.40,954264.20,639827.30,709142.20,2071381806.00,2226881145.00,4958884135.00,4609532066.00,3952319236.00,1718943209.00,2470083098.00,61925.23,8206084311.00,1048844723.00,6246960489.00,178736886.00,1970064143.00,4039281501.00,5556029815.00,6100508938.00,5808375955.00,9140873315.00,872992.00,1073274916.00,804085.20,856628.80,4098508117.00,618591.00,642226.00,2074056635.00,724494.00,772331.10,868090.00,989681.60,806266.70,900167.20,603183.80,688864.00,995195.50,819815.60
unknown_293.2473_64.73852,7706383913.00,2019584465.00,2021831653.00,1829519274.00,36393.41,6306012678.00,1549354028.00,3812958054.00,14447.24,21705.78,2986789735.00,25658.37,8812082132.00,7643367819.00,1114026525.00,4661180915.00,37162.27,23830.59,1334424.00,265321.40,371323.50,1539731.00,723038.10,715640.00,993779.20,1375395.00,1321641.00,1226276.00,1457480.00,2185625.00,879117.00,1382693.00,1782578.00,959223.00,406725.10,415054.40,1657438329.00,1453643041.00,2101372335.00,22240.79,1149218718.00,1121188527.00,4846902263.00,25428.71,8142316752.00,21955.44,1717379427.00,2081180028.00,5260214107.00,21893.16,1356557814.00,380943591.00,21622.15,7324512606.00,596876.50,4444273185.00,700963.70,511888.80,1001101077.00,585941.40,338720.20,1963657038.00,894093.60,699059.70,1461200.00,1383906.00,1705780.00,1280835.00,1895804.00,1156982.00,1101610.00,1063926.00
